100, 256, 256.000000, 319576, 317936, 1640, 0.994868, 0.005132
1000, 256, 256.000000, 1553080, 1551425, 1655, 0.998934, 0.001066
10000, 256, 256.000000, 18268285, 18266465, 1820, 0.999900, 0.000100
100000, 256, 256.000000, 228764996, 228506404, 258592, 0.998870, 0.001130
1000000, 256, 256.000000, 2763191165, 2756078319, 7112846, 0.997426, 0.002574
