100, 256, 256.000000, 288519, 286879, 1640, 0.994316, 0.005684
1000, 256, 256.000000, 1052354, 1050699, 1655, 0.998427, 0.001573
10000, 256, 256.000000, 10577317, 10575497, 1820, 0.999828, 0.000172
100000, 256, 256.000000, 126843910, 126832662, 11248, 0.999911, 0.000089
1000000, 256, 256.000000, 1620387462, 1620139858, 247604, 0.999847, 0.000153
