100, 256, 256.000000, 308581, 306938, 1643, 0.994676, 0.005324
1000, 256, 256.000000, 1234259, 1232585, 1674, 0.998644, 0.001356
10000, 256, 256.000000, 12877863, 12875716, 2147, 0.999833, 0.000167
100000, 256, 256.000000, 152712896, 152681684, 31212, 0.999796, 0.000204
1000000, 256, 256.000000, 1780019483, 1779527168, 492315, 0.999723, 0.000277
